Report Date,Choice 600-900,Select 600-900
04/17/2019,232.76,220.16
04/16/2019,232.05,221.15
04/15/2019,230.98,221.22
04/12/2019,228.75,221.02
04/11/2019,228.83,219.95
04/10/2019,229.05,219.62
04/09/2019,228.32,218.80
04/08/2019,228.67,220.88
04/05/2019,226.93,220.28
04/04/2019,226.74,218.36
04/03/2019,226.14,218.97
04/02/2019,225.73,218.49
04/01/2019,226.84,219.33
03/29/2019,226.04,218.89
03/28/2019,227.44,219.52
03/27/2019,228.99,220.53
03/26/2019,229.51,218.99
03/25/2019,229.00,218.73
03/22/2019,229.09,218.64
03/21/2019,229.31,218.37
03/20/2019,228.67,218.63
03/19/2019,229.33,219.46
03/18/2019,228.33,218.21
03/15/2019,226.99,217.34
03/14/2019,227.70,218.76
03/13/2019,228.24,219.28
03/12/2019,228.22,220.35
03/11/2019,227.36,219.63
03/08/2019,226.13,218.78
03/07/2019,226.04,218.54
03/06/2019,224.93,218.37
03/05/2019,224.04,217.79
03/04/2019,223.55,217.21
03/01/2019,221.29,216.79
02/28/2019,219.95,215.27
02/27/2019,219.46,212.79
02/26/2019,219.67,213.73
02/25/2019,219.55,214.57
02/22/2019,219.39,212.35
02/21/2019,218.07,211.41
02/20/2019,216.49,211.50
02/19/2019,217.27,213.54
02/18/2019,217.39,213.00
02/15/2019,216.85,210.99
02/14/2019,216.07,210.41
02/13/2019,216.44,212.01
02/12/2019,217.16,213.00
02/11/2019,216.88,213.86
02/08/2019,215.35,211.17
02/07/2019,216.71,211.53
02/06/2019,217.57,212.37
02/05/2019,217.02,213.10
02/04/2019,217.65,213.41
02/01/2019,214.26,213.15
01/31/2019,215.39,212.88
01/30/2019,218.05,213.00
01/29/2019,218.13,212.57
01/28/2019,217.40,211.61
01/25/2019,217.01,212.03
01/24/2019,217.75,212.14
01/23/2019,217.21,212.04
01/22/2019,216.34,211.72
01/21/2019,215.26,210.86
01/18/2019,213.15,209.45
01/17/2019,212.50,207.64
01/16/2019,211.93,206.94
01/15/2019,212.21,205.87
01/14/2019,212.02,205.46
01/11/2019,212.46,206.27
01/10/2019,213.96,207.77
01/09/2019,213.84,206.47
01/08/2019,213.98,207.26
01/07/2019,214.28,208.21
01/04/2019,214.51,207.66
01/03/2019,216.49,209.38
01/02/2019,216.64,210.91
12/31/2018,215.35,210.66
12/28/2018,214.41,207.52
12/27/2018,215.30,207.22
12/26/2018,215.69,207.60
12/21/2018,214.05,207.50
12/20/2018,212.47,205.26
12/19/2018,211.70,204.85
12/18/2018,212.68,204.73
12/17/2018,212.67,203.76
12/14/2018,210.96,203.14
12/13/2018,212.47,201.00
12/12/2018,212.25,201.57
12/11/2018,214.46,201.39
12/10/2018,215.42,200.94
12/07/2018,214.29,200.50
12/06/2018,212.67,198.22
12/05/2018,213.26,196.86
12/04/2018,213.86,197.51
12/03/2018,213.08,199.18
11/30/2018,212.61,198.41
11/29/2018,212.61,198.53
11/28/2018,213.28,198.50
11/27/2018,214.00,200.24
11/26/2018,214.45,199.79
11/23/2018,213.85,198.51
11/21/2018,213.69,198.26
11/20/2018,214.09,198.43
11/19/2018,213.39,198.57
11/16/2018,212.91,197.57
11/15/2018,213.55,197.58
11/14/2018,213.16,197.18
11/13/2018,214.08,198.98
11/12/2018,215.55,200.39
11/09/2018,215.20,198.72
11/08/2018,216.07,199.11
11/07/2018,218.22,201.77
11/06/2018,218.76,204.66
11/05/2018,218.59,202.35
11/02/2018,218.50,201.47
11/01/2018,218.55,204.25
10/31/2018,216.93,204.03
10/30/2018,215.60,202.88
10/29/2018,213.76,201.11
10/26/2018,213.47,198.83
10/25/2018,213.10,198.31
10/24/2018,211.39,197.82
10/23/2018,210.28,196.86
10/22/2018,209.28,197.66
10/19/2018,207.93,194.24
10/18/2018,206.82,192.35
10/17/2018,204.56,191.19
10/16/2018,204.61,192.55
10/15/2018,204.80,191.89
10/12/2018,202.71,192.28
10/11/2018,202.51,192.49
10/10/2018,202.11,191.77
10/09/2018,202.85,192.72
10/08/2018,203.21,191.81
10/05/2018,203.25,191.74
10/04/2018,203.86,191.98
10/03/2018,204.42,192.30
10/02/2018,204.89,193.98
10/01/2018,205.08,194.63
09/28/2018,203.88,193.44
09/27/2018,204.71,192.56
09/26/2018,204.85,192.95
09/25/2018,205.73,194.87
09/24/2018,206.16,195.39
09/21/2018,204.80,194.71
09/20/2018,204.52,194.91
09/19/2018,204.25,194.18
09/18/2018,205.29,195.47
09/17/2018,206.04,197.38
09/14/2018,204.27,196.47
09/13/2018,204.04,197.24
09/12/2018,204.79,197.27
09/11/2018,206.07,198.31
09/10/2018,206.30,198.93
09/07/2018,206.56,197.09
09/06/2018,208.75,197.83
09/05/2018,210.40,200.91
09/04/2018,210.82,202.21
08/31/2018,209.69,201.27
08/30/2018,211.73,202.21
08/29/2018,212.68,203.55
08/28/2018,212.40,204.28
08/27/2018,213.63,204.85
08/24/2018,213.32,203.82
08/23/2018,214.37,203.99
08/22/2018,214.04,203.97
08/21/2018,213.57,204.08
08/20/2018,213.98,202.29
08/17/2018,211.38,200.92
08/16/2018,209.10,201.46
08/15/2018,209.95,200.61
08/14/2018,209.64,201.27
08/13/2018,208.43,199.66
08/10/2018,206.61,197.77
08/09/2018,206.06,198.09
08/08/2018,205.73,198.86
08/07/2018,205.49,198.51
08/06/2018,205.68,198.33
08/03/2018,204.75,197.09
08/02/2018,203.80,197.10
08/01/2018,203.75,197.58
07/31/2018,204.27,198.38
07/30/2018,204.72,197.98
07/27/2018,205.14,198.27
07/26/2018,204.91,198.27
07/25/2018,204.64,197.58
07/24/2018,204.65,197.95
07/23/2018,204.82,198.03
07/20/2018,204.17,197.00
07/19/2018,204.49,196.92
07/18/2018,204.80,197.09
07/17/2018,204.39,196.86
07/16/2018,203.76,195.67
07/13/2018,204.14,196.37
07/12/2018,206.58,197.01
07/11/2018,207.44,197.14
07/10/2018,207.32,198.39
07/09/2018,206.92,198.62
07/06/2018,208.03,198.71
07/05/2018,208.43,198.70
07/03/2018,210.26,199.71
07/02/2018,211.88,198.77
06/29/2018,211.96,198.57
06/28/2018,213.24,200.66
06/27/2018,215.30,200.88
06/26/2018,216.83,201.57
06/25/2018,217.69,201.89
06/22/2018,217.16,202.02
06/21/2018,217.41,201.61
06/20/2018,218.29,201.05
06/19/2018,219.70,202.30
06/18/2018,220.71,204.20
06/15/2018,221.59,202.73
06/14/2018,222.08,201.97
06/13/2018,223.90,202.30
06/12/2018,224.92,203.39
06/11/2018,225.13,202.80
06/08/2018,226.21,203.18
06/07/2018,226.41,203.41
06/06/2018,226.97,203.65
06/05/2018,227.58,205.85
06/04/2018,227.57,206.25
06/01/2018,227.53,204.80
05/31/2018,228.20,204.47
05/30/2018,228.68,204.38
05/29/2018,227.56,203.65
05/25/2018,227.43,204.62
05/24/2018,229.00,204.93
05/23/2018,230.08,205.04
05/22/2018,229.35,205.86
05/21/2018,230.82,207.52
05/18/2018,232.21,208.46
05/17/2018,232.68,208.24
05/16/2018,231.03,208.50
05/15/2018,231.64,209.51
05/14/2018,232.12,209.12
05/11/2018,230.97,208.69
05/10/2018,231.07,209.14
05/09/2018,230.96,208.95
05/08/2018,230.93,209.93
05/07/2018,229.14,211.20
05/04/2018,228.30,209.49
05/03/2018,227.56,209.17
05/02/2018,227.30,207.88
05/01/2018,226.43,207.09
04/30/2018,224.42,204.79
04/27/2018,221.74,204.32
04/26/2018,220.15,204.48
04/25/2018,218.53,203.15
04/24/2018,217.65,202.11
04/23/2018,215.11,201.72
04/20/2018,211.98,200.13
04/19/2018,211.34,198.48
04/18/2018,211.64,198.57
04/17/2018,212.13,199.58
04/16/2018,211.79,199.98
04/13/2018,212.61,199.91
04/12/2018,212.48,200.67
04/11/2018,213.07,200.61
04/10/2018,213.51,201.33
04/09/2018,215.04,203.14
04/06/2018,214.31,205.60
04/05/2018,215.09,206.31
04/04/2018,218.17,206.18
04/03/2018,219.68,209.33
04/02/2018,219.80,210.50
03/30/2018,221.04,208.69
03/29/2018,221.00,209.68
03/28/2018,221.62,211.63
03/27/2018,222.40,214.24
03/26/2018,222.53,215.46
03/23/2018,223.09,216.40
03/22/2018,225.21,218.02
03/21/2018,224.38,216.39
03/20/2018,223.35,216.74
03/19/2018,224.87,217.29
03/16/2018,225.59,216.86
03/15/2018,224.99,216.31
03/14/2018,224.11,217.01
03/13/2018,223.73,216.75
03/12/2018,223.90,217.49
03/09/2018,224.14,217.26
03/08/2018,223.88,216.78
03/07/2018,223.57,215.20
03/06/2018,223.35,215.20
03/05/2018,223.23,214.84
03/02/2018,222.52,214.64
03/01/2018,222.30,215.60
02/28/2018,221.03,215.10
02/27/2018,220.52,214.79
02/26/2018,219.52,214.72
02/23/2018,218.37,212.82
02/22/2018,218.40,212.06
02/21/2018,217.37,211.92
02/20/2018,215.92,210.40
02/19/2018,212.57,207.43
02/16/2018,209.88,205.12
02/15/2018,209.04,205.14
02/14/2018,207.81,203.51
02/13/2018,207.36,203.13
02/12/2018,208.24,203.97
02/09/2018,206.52,202.74
02/08/2018,208.53,203.79
02/07/2018,209.37,203.14
02/06/2018,208.43,202.73
02/05/2018,209.43,204.16
02/02/2018,209.10,203.45
02/01/2018,209.60,204.54
01/31/2018,210.06,204.32
01/30/2018,209.69,204.37
01/29/2018,209.11,204.13
01/26/2018,206.83,201.83
01/25/2018,206.77,201.32
01/24/2018,207.99,200.85
01/23/2018,206.85,200.16
01/22/2018,205.07,199.52
01/19/2018,204.86,200.16
01/18/2018,205.69,200.87
01/17/2018,205.30,199.61
01/16/2018,205.58,199.89
01/15/2018,208.03,202.04
01/12/2018,208.23,201.64
01/11/2018,209.07,202.95
01/10/2018,210.06,203.23
01/09/2018,210.49,203.69
01/08/2018,210.20,203.37
01/05/2018,209.51,202.32
01/04/2018,208.67,200.86
01/03/2018,208.62,199.16
01/02/2018,205.14,196.57
12/29/2017,202.90,192.98
12/28/2017,202.28,190.91
12/27/2017,201.60,190.42
12/26/2017,202.60,190.83
12/22/2017,199.56,187.88
12/21/2017,198.12,186.87
12/20/2017,198.09,185.49
12/19/2017,201.76,184.32
12/18/2017,203.15,185.01
12/15/2017,201.87,183.25
12/14/2017,201.04,183.69
12/13/2017,202.48,185.02
12/12/2017,204.06,185.92
12/11/2017,205.53,185.66
12/08/2017,205.59,185.97
12/07/2017,205.08,183.83
12/06/2017,206.40,184.11
12/05/2017,209.08,186.63
12/04/2017,208.19,185.54
12/01/2017,205.99,183.61
11/30/2017,204.64,184.21
11/29/2017,206.55,185.84
11/28/2017,208.63,187.20
11/27/2017,209.57,187.28
11/24/2017,210.99,187.85
11/22/2017,209.01,188.64
11/21/2017,208.63,188.65
11/20/2017,206.18,188.05
11/17/2017,207.24,187.85
11/16/2017,210.24,187.83
11/15/2017,210.13,190.61
11/14/2017,210.67,193.49
11/13/2017,212.81,193.83
11/10/2017,213.85,194.51
11/09/2017,212.74,198.30
11/08/2017,213.13,198.89
11/07/2017,212.64,197.76
11/06/2017,210.57,194.77
11/03/2017,208.74,193.08
11/02/2017,208.25,193.16
11/01/2017,207.39,193.71
10/31/2017,206.44,193.90
10/30/2017,203.32,193.64
10/27/2017,203.30,192.48
10/26/2017,202.37,191.91
10/25/2017,200.21,192.39
10/24/2017,200.13,192.69
10/23/2017,199.25,191.05
10/20/2017,199.86,191.14
10/19/2017,199.57,190.76
10/18/2017,197.26,189.09
10/17/2017,197.66,189.85
10/16/2017,198.81,190.57
10/13/2017,198.22,190.05
10/12/2017,197.44,189.45
10/11/2017,196.32,188.76
10/10/2017,197.40,190.02
10/09/2017,198.13,188.66
10/06/2017,197.22,187.23
10/05/2017,197.25,188.78
10/04/2017,197.41,189.55
10/03/2017,197.87,189.02
10/02/2017,197.22,188.28
09/29/2017,196.62,188.50
09/28/2017,196.41,189.11
09/27/2017,195.30,189.91
09/26/2017,196.78,193.11
09/25/2017,193.96,190.89
09/22/2017,191.60,188.73
09/21/2017,191.51,188.41
09/20/2017,192.04,188.52
09/19/2017,192.11,188.83
09/18/2017,192.62,187.70
09/15/2017,191.42,185.85
09/14/2017,191.00,186.72
09/13/2017,190.40,188.69
09/12/2017,190.79,190.86
09/11/2017,191.56,190.38
09/08/2017,191.88,189.97
09/07/2017,192.13,190.16
09/06/2017,192.93,190.67
09/05/2017,192.45,190.47
09/01/2017,191.35,190.65
08/31/2017,191.91,191.34
08/30/2017,191.72,191.12
08/29/2017,191.77,190.79
08/28/2017,191.50,188.62
08/25/2017,191.32,188.30
08/24/2017,191.75,188.66
08/23/2017,192.33,189.47
08/22/2017,193.03,190.89
08/21/2017,193.09,191.62
08/18/2017,194.29,192.50
08/17/2017,195.63,194.20
08/16/2017,197.51,195.04
08/15/2017,198.95,195.87
08/14/2017,198.92,196.44
08/11/2017,199.60,196.12
08/10/2017,200.63,196.19
08/09/2017,201.66,196.61
08/08/2017,202.25,196.86
08/07/2017,202.72,197.00
08/04/2017,203.61,197.31
08/03/2017,205.16,197.78
08/02/2017,205.06,197.42
08/01/2017,205.41,198.29
07/31/2017,205.75,197.84
07/28/2017,206.22,196.82
07/27/2017,206.43,196.66
07/26/2017,207.07,197.87
07/25/2017,207.62,198.93
07/24/2017,207.46,197.89
07/21/2017,206.91,194.80
07/20/2017,207.65,195.58
07/19/2017,207.73,195.49
07/18/2017,208.05,195.25
07/17/2017,209.05,195.81
07/14/2017,209.35,195.42
07/13/2017,209.85,197.26
07/12/2017,212.69,198.73
07/11/2017,215.24,200.51
07/10/2017,217.54,202.67
07/07/2017,218.84,202.51
07/06/2017,220.05,203.76
07/05/2017,222.58,205.32
07/03/2017,222.89,207.45
06/30/2017,224.73,208.42
06/29/2017,226.55,210.16
06/28/2017,229.43,212.67
06/27/2017,233.91,215.26
06/26/2017,238.57,217.66
06/23/2017,239.75,216.72
06/22/2017,242.88,216.92
06/21/2017,245.42,218.90
06/20/2017,246.99,219.88
06/19/2017,249.46,221.36
06/16/2017,249.84,219.80
06/15/2017,249.74,220.53
06/14/2017,251.03,220.66
06/13/2017,251.19,221.45
06/12/2017,252.52,221.77
06/09/2017,251.21,220.29
06/08/2017,250.39,220.01
06/07/2017,250.71,219.90
06/06/2017,250.45,219.57
06/05/2017,248.35,219.44
06/02/2017,245.24,218.06
06/01/2017,245.58,217.22
05/31/2017,245.54,218.18
05/30/2017,245.25,219.45
05/26/2017,245.60,218.45
05/25/2017,246.11,218.98
05/24/2017,246.08,219.60
05/23/2017,245.74,221.17
05/22/2017,247.88,222.83
05/19/2017,247.14,221.42
05/18/2017,247.21,221.66
05/17/2017,248.17,221.93
05/16/2017,249.88,224.39
05/15/2017,249.40,225.50
05/12/2017,247.69,225.51
05/11/2017,246.86,226.66
05/10/2017,244.58,224.62
05/09/2017,242.16,223.03
05/08/2017,241.44,222.89
05/05/2017,238.87,219.57
05/04/2017,235.58,216.84
05/03/2017,232.59,214.89
05/02/2017,229.45,213.28
05/01/2017,226.27,209.45
04/28/2017,221.78,207.68
04/27/2017,219.15,206.68
04/26/2017,219.18,205.72
04/25/2017,219.01,206.27
04/24/2017,218.67,204.29
04/21/2017,217.16,203.89
04/20/2017,215.72,203.57
04/19/2017,215.17,202.00
04/18/2017,215.99,202.20
04/17/2017,214.13,200.78
04/14/2017,212.08,199.48
04/13/2017,210.67,198.76
04/12/2017,210.13,198.64
04/11/2017,209.37,199.60
04/10/2017,207.46,196.60
04/07/2017,207.22,197.49
04/06/2017,207.90,200.28
04/05/2017,209.71,200.51
04/04/2017,211.69,200.39
04/03/2017,213.43,201.35
03/31/2017,214.12,204.00
03/30/2017,215.21,208.05
03/29/2017,216.92,210.26
03/28/2017,219.57,213.02
03/27/2017,219.91,213.62
03/24/2017,221.62,215.55
03/23/2017,222.28,215.77
03/22/2017,223.00,215.80
03/21/2017,224.93,215.41
03/20/2017,223.76,213.97
03/17/2017,223.43,214.48
03/16/2017,222.36,213.87
03/15/2017,221.32,213.14
03/14/2017,220.14,213.89
03/13/2017,220.55,212.33
03/10/2017,219.83,210.99
03/09/2017,215.56,209.00
03/08/2017,213.61,207.29
03/07/2017,212.00,205.05
03/06/2017,209.60,203.96
03/03/2017,208.07,204.05
03/02/2017,208.35,203.72
03/01/2017,206.68,202.87
02/28/2017,204.73,201.35
02/27/2017,201.48,197.08
02/24/2017,198.96,195.48
02/23/2017,196.19,192.83
02/22/2017,194.53,190.81
02/21/2017,191.81,189.81
02/20/2017,190.91,190.40
02/17/2017,190.49,189.24
02/16/2017,189.22,188.19
02/15/2017,188.34,187.15
02/14/2017,188.36,187.25
02/13/2017,188.26,186.58
02/10/2017,187.63,185.65
02/09/2017,188.71,185.82
02/08/2017,189.43,186.49
02/07/2017,189.96,187.78
02/06/2017,191.23,190.65
02/03/2017,191.40,189.93
02/02/2017,193.01,190.62
02/01/2017,193.75,190.85
01/31/2017,192.87,188.93
01/30/2017,193.35,188.93
01/27/2017,192.70,188.94
01/26/2017,193.00,189.74
01/25/2017,191.25,189.16
01/24/2017,191.74,188.17
01/23/2017,191.77,186.83
01/20/2017,190.42,186.64
01/19/2017,191.60,187.49
01/18/2017,193.22,188.06
01/17/2017,191.62,187.23
01/16/2017,191.39,187.46
01/13/2017,190.80,186.54
01/12/2017,189.10,186.55
01/11/2017,189.39,187.95
01/10/2017,193.38,189.97
01/09/2017,197.35,191.94
01/06/2017,198.81,193.22
01/05/2017,201.55,193.39
01/04/2017,203.65,194.30
01/03/2017,203.33,193.57
12/30/2016,203.33,192.84
12/29/2016,203.47,193.89
12/28/2016,201.84,193.15
12/27/2016,198.54,191.27
12/23/2016,198.27,187.44
12/22/2016,197.61,186.17
12/21/2016,197.25,185.90
12/20/2016,197.63,183.67
12/19/2016,195.39,183.05
12/16/2016,194.63,181.09
12/15/2016,193.46,178.54
12/14/2016,190.88,176.37
12/13/2016,191.73,175.34
12/12/2016,189.56,173.95
12/09/2016,188.94,171.68
12/08/2016,189.48,171.42
12/07/2016,188.94,171.72
12/06/2016,190.51,173.23
12/05/2016,191.39,173.23
12/02/2016,189.72,172.70
12/01/2016,190.51,172.93
11/30/2016,189.95,172.77
11/29/2016,189.56,172.88
11/28/2016,188.00,172.75
11/25/2016,187.64,171.30
11/23/2016,186.64,170.12
11/22/2016,185.22,169.17
11/21/2016,185.68,168.73
11/18/2016,182.95,167.01
11/17/2016,182.31,167.10
11/16/2016,182.60,167.70
11/15/2016,183.11,168.63
11/14/2016,183.92,167.72
11/11/2016,184.62,167.71
11/10/2016,185.59,168.67
11/09/2016,184.55,170.45
11/08/2016,185.34,171.94
11/07/2016,187.27,172.32
11/04/2016,188.70,173.03
11/03/2016,188.74,173.87
11/02/2016,187.44,173.93
11/01/2016,185.53,173.32
10/31/2016,184.76,173.01
10/28/2016,183.11,170.16
10/27/2016,181.54,168.81
10/26/2016,182.31,168.45
10/25/2016,182.07,168.92
10/24/2016,180.98,167.17
10/21/2016,179.78,166.73
10/20/2016,177.89,167.74
10/19/2016,178.44,169.59
10/18/2016,181.30,172.13
10/17/2016,182.55,171.45
10/14/2016,181.86,172.04
10/13/2016,181.60,172.61
10/12/2016,181.50,172.18
10/11/2016,183.18,172.75
10/10/2016,184.00,174.86
10/07/2016,183.07,174.51
10/06/2016,183.48,175.06
10/05/2016,184.10,176.26
10/04/2016,186.34,177.48
10/03/2016,186.62,176.99
09/30/2016,187.35,177.87
09/29/2016,189.77,178.94
09/28/2016,190.75,179.94
09/27/2016,188.22,179.58
09/26/2016,187.04,179.65
09/23/2016,186.81,178.81
09/22/2016,187.37,179.62
09/21/2016,187.17,179.78
09/20/2016,185.50,179.95
09/19/2016,185.55,179.17
09/16/2016,186.20,178.38
09/15/2016,186.27,178.83
09/14/2016,185.80,180.32
09/13/2016,186.62,181.30
09/12/2016,187.53,181.22
09/09/2016,187.90,182.27
09/08/2016,189.14,182.63
09/07/2016,190.65,183.66
09/06/2016,190.28,186.53
09/02/2016,191.09,187.07
09/01/2016,195.74,188.49
08/31/2016,196.49,189.71
08/30/2016,196.62,191.17
08/29/2016,198.42,192.34
08/26/2016,199.48,193.57
08/25/2016,200.36,194.15
08/24/2016,200.32,193.73
08/23/2016,200.39,193.66
08/22/2016,201.14,193.87
08/19/2016,200.07,193.60
08/18/2016,200.86,194.13
08/17/2016,201.75,193.13
08/16/2016,201.84,192.67
08/15/2016,201.67,194.18
08/12/2016,201.19,193.62
08/11/2016,201.58,192.82
08/10/2016,200.87,192.05
08/09/2016,199.89,192.06
08/08/2016,199.17,191.84
08/05/2016,199.00,190.20
08/04/2016,199.26,190.85
08/03/2016,199.20,191.66
08/02/2016,198.40,191.46
08/01/2016,197.70,190.22
07/29/2016,197.57,189.60
07/28/2016,198.76,189.71
07/27/2016,199.08,190.05
07/26/2016,199.93,190.82
07/25/2016,198.59,189.44
07/22/2016,200.09,189.57
07/21/2016,200.70,189.82
07/20/2016,201.31,191.01
07/19/2016,202.28,192.36
07/18/2016,202.57,191.11
07/15/2016,204.71,192.38
07/14/2016,205.00,193.06
07/13/2016,205.19,195.51
07/12/2016,206.38,196.04
07/11/2016,208.70,195.40
07/08/2016,209.35,196.28
07/07/2016,210.05,196.98
07/06/2016,209.08,196.93
07/05/2016,208.83,194.79
07/01/2016,208.73,193.73
06/30/2016,208.44,195.01
06/29/2016,208.57,195.88
06/28/2016,208.04,196.44
06/27/2016,210.60,197.39
06/24/2016,213.86,197.83
06/23/2016,215.46,198.34
06/22/2016,217.08,198.35
06/21/2016,218.15,198.21
06/20/2016,219.57,199.38
06/17/2016,221.83,199.61
06/16/2016,223.48,202.75
06/15/2016,226.42,204.26
06/14/2016,228.34,204.07
06/13/2016,227.56,201.99
06/10/2016,227.67,204.30
06/09/2016,226.85,202.84
06/08/2016,225.10,200.55
06/07/2016,224.27,201.16
06/06/2016,224.10,200.08
06/03/2016,222.61,198.36
06/02/2016,223.28,201.41
06/01/2016,222.35,201.17
05/31/2016,221.34,201.37
05/27/2016,222.07,201.57
05/26/2016,222.72,203.26
05/25/2016,223.57,205.08
05/24/2016,223.27,206.82
05/23/2016,224.32,207.15
05/20/2016,225.96,208.42
05/19/2016,227.16,211.15
05/18/2016,227.76,212.20
05/17/2016,225.33,211.60
05/16/2016,222.40,208.54
05/13/2016,218.56,205.95
05/12/2016,214.46,205.24
05/11/2016,213.71,202.99
05/10/2016,210.70,199.49
05/09/2016,207.57,194.94
05/06/2016,203.74,194.32
05/05/2016,204.42,195.50
05/04/2016,204.74,195.65
05/03/2016,205.94,197.02
05/02/2016,209.77,199.96
04/29/2016,211.45,202.27
04/28/2016,212.50,203.09
04/27/2016,214.81,205.59
04/26/2016,218.57,210.38
04/25/2016,220.21,210.23
04/22/2016,220.31,210.69
04/21/2016,220.72,212.77
04/20/2016,222.77,212.96
04/19/2016,222.68,213.94
04/18/2016,224.88,215.98
04/15/2016,225.13,215.73
04/14/2016,224.43,214.83
04/13/2016,222.21,212.53
04/12/2016,219.31,209.64
04/11/2016,216.45,207.05
04/08/2016,214.80,205.25
04/07/2016,214.62,205.79
04/06/2016,216.41,207.43
04/05/2016,217.70,209.20
04/04/2016,217.51,206.23
04/01/2016,219.11,206.93
03/31/2016,220.99,210.48
03/30/2016,221.87,212.68
03/29/2016,225.06,216.84
03/28/2016,225.28,217.63
03/25/2016,224.36,214.89
03/24/2016,224.84,217.31
03/23/2016,226.18,218.15
03/22/2016,227.91,218.00
03/21/2016,229.80,220.67
03/18/2016,231.81,222.33
03/17/2016,234.64,222.97
03/16/2016,233.92,223.68
03/15/2016,231.01,221.58
03/14/2016,227.47,217.49
03/11/2016,224.05,215.12
03/10/2016,225.24,213.85
03/09/2016,223.82,213.64
03/08/2016,220.25,214.55
03/07/2016,221.42,213.74
03/04/2016,220.97,211.99
03/03/2016,219.75,211.64
03/02/2016,220.05,211.93
03/01/2016,218.15,212.97
02/29/2016,217.16,212.84
02/26/2016,217.67,211.99
02/25/2016,218.76,213.98
02/24/2016,217.72,213.72
02/23/2016,215.14,212.30
02/22/2016,213.28,209.80
02/19/2016,211.66,208.15
02/18/2016,213.39,209.27
02/17/2016,214.35,207.63
02/16/2016,214.49,209.07
02/15/2016,215.29,212.70
02/12/2016,216.08,212.53
02/11/2016,217.02,214.27
02/10/2016,218.19,213.62
02/09/2016,218.03,213.60
02/08/2016,218.81,216.58
02/05/2016,220.60,216.51
02/04/2016,223.03,218.48
02/03/2016,222.57,218.02
02/02/2016,222.47,217.63
02/01/2016,220.52,215.66
01/29/2016,218.76,217.13
01/28/2016,220.12,215.43
01/27/2016,221.33,215.02
01/26/2016,223.01,216.42
01/25/2016,223.79,218.94
01/22/2016,224.83,220.68
01/21/2016,227.67,223.08
01/20/2016,229.95,224.14
01/19/2016,229.93,223.70
01/18/2016,231.28,224.94
01/15/2016,232.47,227.13
01/14/2016,235.16,229.43
01/13/2016,235.21,229.08
01/12/2016,235.18,227.61
01/11/2016,235.32,229.07
01/08/2016,232.20,226.98
01/07/2016,230.59,223.89
01/06/2016,228.03,220.68
01/05/2016,222.31,216.61
01/04/2016,218.06,211.01
12/31/2015,212.59,205.22
12/30/2015,208.78,201.51
12/29/2015,206.17,197.66
12/28/2015,201.09,193.20
12/24/2015,197.63,189.47
12/23/2015,194.90,187.50
12/22/2015,191.53,183.65
12/21/2015,191.28,183.93
12/18/2015,194.14,186.35
12/17/2015,195.76,185.54
12/16/2015,196.90,184.91
12/15/2015,197.21,186.81
12/14/2015,198.78,186.73
12/11/2015,202.50,186.43
12/10/2015,203.08,188.47
12/09/2015,203.08,190.00
12/08/2015,204.14,190.73
12/07/2015,202.87,190.36
12/04/2015,202.60,191.49
12/03/2015,204.49,193.02
12/02/2015,204.08,192.25
12/01/2015,203.81,192.69
11/30/2015,205.65,194.86
11/27/2015,204.40,195.50
11/25/2015,204.09,193.76
11/24/2015,203.81,192.24
11/23/2015,202.79,191.05
11/20/2015,203.14,190.95
11/19/2015,204.83,193.34
11/18/2015,206.68,196.70
11/17/2015,208.37,197.93
11/16/2015,209.04,196.99
11/13/2015,209.30,199.05
11/12/2015,211.80,200.48
11/11/2015,214.81,204.19
11/10/2015,216.57,206.94
11/09/2015,216.45,206.69
11/06/2015,215.66,207.25
11/05/2015,218.86,208.65
11/04/2015,220.14,209.69
11/03/2015,218.40,210.32
11/02/2015,219.61,212.52
10/30/2015,220.04,212.07
10/29/2015,220.93,211.55
10/28/2015,220.14,212.20
10/27/2015,217.95,211.07
10/26/2015,217.06,209.69
10/23/2015,217.17,210.90
10/22/2015,217.47,209.87
10/21/2015,216.49,209.99
10/20/2015,215.38,210.36
10/19/2015,213.64,207.73
10/16/2015,211.69,206.36
10/15/2015,211.22,207.23
10/14/2015,210.61,205.62
10/13/2015,208.46,203.34
10/12/2015,205.30,199.12
10/09/2015,203.00,197.89
10/08/2015,203.61,197.46
10/07/2015,203.58,197.70
10/06/2015,204.17,198.87
10/05/2015,203.97,199.05
10/02/2015,205.77,201.36
10/01/2015,207.55,203.21
09/30/2015,208.62,204.20
09/29/2015,209.31,207.69
09/28/2015,210.94,209.42
09/25/2015,212.23,209.80
09/24/2015,214.85,211.62
09/23/2015,217.89,213.51
09/22/2015,222.77,216.79
09/21/2015,225.54,220.15
09/18/2015,226.30,219.26
09/17/2015,230.50,221.70
09/16/2015,233.41,225.03
09/15/2015,233.49,225.01
09/14/2015,235.14,225.69
09/11/2015,236.09,226.73
09/10/2015,239.06,228.10
09/09/2015,239.47,228.70
09/08/2015,239.16,228.65
09/04/2015,240.07,228.39
09/03/2015,240.81,228.44
09/02/2015,240.97,229.03
09/01/2015,241.21,230.44
08/31/2015,242.24,232.04
08/28/2015,243.22,232.95
08/27/2015,244.21,233.12
08/26/2015,244.24,233.60
08/25/2015,243.86,233.80
08/24/2015,244.31,233.98
08/21/2015,244.90,234.88
08/20/2015,246.46,235.58
